j2-jumbo-instruct,the double helix structure of DNA,A developing space mission,2,1682563578.711575
j2-jumbo-instruct,the double helix structure of DNA,The idea of a doomsday weapon,2,1682563579.2427986
j2-jumbo-instruct,the double helix structure of DNA,The Enron scandal,2,1682563579.7344747
j2-jumbo-instruct,the double helix structure of DNA,A pair of running shoes,1,1682563580.192963
j2-jumbo-instruct,the double helix structure of DNA,Flipper,2.,1682563580.6476831
j2-jumbo-instruct,the double helix structure of DNA,A developing country,2,1682563581.0866323
j2-jumbo-instruct,the double helix structure of DNA,Albert Einstein's Theory of Relativity,1,1682563581.5901575
j2-jumbo-instruct,the double helix structure of DNA,A horse,2.,1682563582.059423
j2-jumbo-instruct,the double helix structure of DNA,The Beatles,1,1682563582.5187514
j2-jumbo-instruct,the double helix structure of DNA,A butterfly,2.,1682563582.9940507
j2-jumbo-instruct,the double helix structure of DNA,the Apollo 11 moon landing,2.,1682563583.6446784
j2-jumbo-instruct,the double helix structure of DNA,A developing sustainable agriculture practice,2,1682563584.109892
j2-jumbo-instruct,the double helix structure of DNA,A group of people,2,1682563584.7155252
j2-jumbo-instruct,the double helix structure of DNA,A young and talented chef,1,1682563586.872261
j2-jumbo-instruct,the double helix structure of DNA,The KitchenAid stand mixer,1,1682563587.3482876
j2-jumbo-instruct,the double helix structure of DNA,Pythagorean theorem,1. 1,1682563587.8882525
j2-jumbo-instruct,the double helix structure of DNA,The Auschwitz concentration camp,2,1682563588.3126173
j2-jumbo-instruct,the double helix structure of DNA,A dog,2.,1682563588.8076694
j2-jumbo-instruct,the double helix structure of DNA,A cure for a rare disease,2,1682563589.3104894
j2-jumbo-instruct,the double helix structure of DNA,The Eiffel Tower,2.,1682563589.7812629
j2-jumbo-instruct,the double helix structure of DNA,"The ""Dogs Playing Poker"" painting",1,1682563590.2289407
j2-jumbo-instruct,the double helix structure of DNA,A new type of renewable energy,2,1682563590.7025154
j2-jumbo-instruct,the double helix structure of DNA,An ambitious government project,2,1682563591.1874692
j2-jumbo-instruct,the double helix structure of DNA,The Amazon Echo,1,1682563591.6256313
j2-jumbo-instruct,the double helix structure of DNA,human rights,2,1682563592.1301494
j2-jumbo-instruct,the double helix structure of DNA,The assassination of Archduke Franz Ferdinand of Austria,2,1682563592.612202
j2-jumbo-instruct,the double helix structure of DNA,the Mona Lisa,2.,1682563593.150959
j2-jumbo-instruct,the double helix structure of DNA,the discovery of penicillin,2,1682563593.667058
j2-jumbo-instruct,the double helix structure of DNA,A controversial political figure,2,1682563594.2547865
j2-jumbo-instruct,the double helix structure of DNA,A promising young athlete,1,1682563594.781688
j2-jumbo-instruct,the double helix structure of DNA,The idea of a weaponized artificial intelligence,2,1682563595.2187283
j2-jumbo-instruct,the double helix structure of DNA,A poem,1. 1,1682563597.4504511
j2-jumbo-instruct,the double helix structure of DNA,A river,2.,1682563597.964523
j2-jumbo-instruct,the double helix structure of DNA,The concept of greed,1,1682563598.4175336
j2-jumbo-instruct,the double helix structure of DNA,A new social media platform,1,1682563598.8804529
j2-jumbo-instruct,the double helix structure of DNA,Terrorists,2.,1682563599.4068956
j2-jumbo-instruct,the double helix structure of DNA,the scientific method,2,1682563599.860709
j2-jumbo-instruct,the double helix structure of DNA,Offensive hate speech,2,1682563600.3562167
j2-jumbo-instruct,the double helix structure of DNA,A generic person,1,1682563600.8810601
j2-jumbo-instruct,the double helix structure of DNA,A song,1. 1,1682563601.4509752
j2-jumbo-instruct,the double helix structure of DNA,A newly discovered planet,2,1682563602.4019997
j2-jumbo-instruct,the double helix structure of DNA,The British Museum,2,1682563602.8328164
j2-jumbo-instruct,the double helix structure of DNA,invention of the wheel,2,1682563603.2968364
j2-jumbo-instruct,the double helix structure of DNA,The invention of the printing press,2,1682563603.785665
j2-jumbo-instruct,the double helix structure of DNA,A potential revolutionary medical device,2,1682563604.246793
j2-jumbo-instruct,the double helix structure of DNA,A developing autonomous vehicle technology,2,1682563604.7462876
j2-jumbo-instruct,the double helix structure of DNA,A pair of shoes,1,1682563607.0386512
j2-jumbo-instruct,the double helix structure of DNA,Versailles Palace,2.,1682563607.5051193
j2-jumbo-instruct,the double helix structure of DNA,Jaws (Steven Spielberg's film),2.,1682563610.8919206
j2-jumbo-instruct,the double helix structure of DNA,A castle,2.,1682563611.4193568
j2-jumbo-instruct,the double helix structure of DNA,"Raphael's ""The School of Athens""",2,1682563611.9508975
j2-jumbo-instruct,the double helix structure of DNA,the eradication of smallpox,2,1682563612.39196
j2-jumbo-instruct,the double helix structure of DNA,Garfield,1,1682563612.807985
j2-jumbo-instruct,the double helix structure of DNA,Attila the Hun,2.,1682563613.2730362
j2-jumbo-instruct,the double helix structure of DNA,A developing cryptocurrency,2,1682563613.7759874
